user.userId,user.nick,user.avatar,user.fullbodyAvatar,user.isVerified,user.flair,user.countryCode,user.tierId,user.clubUserType,membership.role,membership.joinedAt,membership.isOnline,membership.xp,stats.rankedTeamDuelsStandard.numGamesPlayed,stats.rankedTeamDuelsStandard.numWins,stats.rankedTeamDuelsStandard.winRatio,stats.rankedTeamDuelsNoMove.numGamesPlayed,stats.rankedTeamDuelsNoMove.numWins,stats.rankedTeamDuelsNoMove.winRatio,stats.rankedTeamDuelsNmpz.numGamesPlayed,stats.rankedTeamDuelsNmpz.numWins,stats.rankedTeamDuelsNmpz.winRatio,stats.rankedTeamDuelsTotal.numGamesPlayed,stats.rankedTeamDuelsTotal.numWins,stats.rankedTeamDuelsTotal.winRatio,stats.battleRoyaleDistance.numGamesPlayed,stats.battleRoyaleDistance.avgPosition,stats.battleRoyaleDistance.numWins,stats.battleRoyaleDistance.winRatio,stats.battleRoyaleDistance.avgGuessDistance,stats.battleRoyaleDistance.numGuesses,stats.battleRoyaleCountry.numGamesPlayed,stats.battleRoyaleCountry.avgPosition,stats.battleRoyaleCountry.numWins,stats.battleRoyaleCountry.winRatio,stats.battleRoyaleCountry.numGuesses,stats.battleRoyaleCountry.avgCorrectGuesses,stats.battleRoyaleMedals.medalCountGold,stats.battleRoyaleMedals.medalCountSilver,stats.battleRoyaleMedals.medalCountBronze,stats.competitiveCityStreaks.numGamesPlayed,stats.competitiveCityStreaks.avgPosition,stats.competitiveCityStreaks.numWins,stats.competitiveCityStreaks.winRatio,stats.competitiveCityStreaks.numGuesses,stats.competitiveCityStreaks.avgCorrectGuesses,stats.competitiveStreaksMedals.medalCountGold,stats.competitiveStreaksMedals.medalCountSilver,stats.competitiveStreaksMedals.medalCountBronze,stats.duels.numGamesPlayed,stats.duels.avgPosition,stats.duels.numWins,stats.duels.winRatio,stats.duels.avgGuessDistance,stats.duels.numGuesses,stats.duels.numFlawlessWins,stats.duelsNoMove.numGamesPlayed,stats.duelsNoMove.avgPosition,stats.duelsNoMove.numWins,stats.duelsNoMove.winRatio,stats.duelsNoMove.avgGuessDistance,stats.duelsNoMove.numGuesses,stats.duelsNoMove.numFlawlessWins,stats.duelsNmpz.numGamesPlayed,stats.duelsNmpz.avgPosition,stats.duelsNmpz.numWins,stats.duelsNmpz.winRatio,stats.duelsNmpz.avgGuessDistance,stats.duelsNmpz.numGuesses,stats.duelsNmpz.numFlawlessWins,stats.duelsTotal.numGamesPlayed,stats.duelsTotal.avgPosition,stats.duelsTotal.numWins,stats.duelsTotal.winRatio,stats.duelsTotal.avgGuessDistance,stats.duelsTotal.numGuesses,stats.duelsTotal.numFlawlessWins,stats.duelsMedals.medalCountGold,stats.duelsMedals.medalCountSilver,stats.duelsMedals.medalCountBronze,stats.lifeTimeXpProgression.xp,stats.lifeTimeXpProgression.currentLevel.level,stats.lifeTimeXpProgression.currentLevel.xpStart,stats.lifeTimeXpProgression.nextLevel.level,stats.lifeTimeXpProgression.nextLevel.xpStart,stats.lifeTimeXpProgression.currentTitle.id,stats.lifeTimeXpProgression.currentTitle.tierId,stats.lifeTimeXpProgression.currentTitle.minimumLevel,stats.lifeTimeXpProgression.currentTitle.name,stats.totalMedals.medalCountGold,stats.totalMedals.medalCountSilver,stats.totalMedals.medalCountBronze,stats.teamDuels.numGamesPlayed,stats.teamDuels.numWins,stats.teamDuels.winRatio,stats.perfectRounds,peakRating.peakOverallRating,peakRating.peakGameModeRatings.standardDuels,peakRating.peakGameModeRatings.noMoveDuels,peakRating.peakGameModeRatings.nmpzDuels
5d9e8c47b52a30f9c07af6e3,geo21,pin/c27f8486cd1c36646530e815c3b2ba6f.png,pin/c3120e8dcba53abcdd6cc96b52cfd0d1.png,FALSE,1,us,50,1,2,2025-07-04T05:47:09.5770000+00:00,FALSE,80,11,3,0.27272728,0,0,0,0,0,0,11,3,0.27272728,3,5.3333335,1,0.33333334,6075665,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,1.5017793,140,0.49822065,1291525,1430,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0.5005931,140,0.49822065,430508.34,1430,38,0,0,0,38208,40,37650,41,40070,130,50,40,Rookie Voyager,0,0,0,18,9,0.5,20,,,,
6ac473f2086bd1e9547f0c32,geo22,pin/49786d32befdfad303b29c05b2d0620b.png,pin/56dd2c48f1c8307cbabc82b15b91942d.png,FALSE,1,ca,70,1,2,2025-07-04T05:36:01.8960000+00:00,FALSE,60,47,17,0.3617021,12,1,0.083333336,0,0,0,59,18,0.30508474,9,4.111111,2,0.22222222,2098750.2,53,78,4.782051,11,0.14102565,440,0.4522727,0,0,0,0,0,0,0,0,0,0,0,0,268,1.5,134,0.5,1887802.4,1456,27,203,1.5714285,87,0.42857143,2367931.2,1209,17,0,0,0,0,0,0,0,471,1.0238096,221,0.46921444,1418577.9,2665,44,0,0,0,112127,61,111710,62,116600,190,70,60,Rookie Pathfinder,0,0,0,10,6,0.6,83,715,789,612,
5fd6b2e90c8a31f7d2e59b34,geo23,pin/b47bd492616dc7c70cb19c585fdb4688.png,pin/8801512b913bfe503937f722e268a918.png,FALSE,0,us,130,1,2,2025-07-04T04:16:13.4940000+00:00,FALSE,220,17,5,0.29411766,4,3,0.75,0,0,0,21,8,0.3809524,3033,2.553907,1225,0.40389055,1175007.2,31367,260,6.753846,9,0.034615386,1091,0.29422548,0,0,0,0,0,0,0,0,0,0,0,0,587,1.3935264,356,0.60647357,1401949.6,3460,19,277,1.400722,166,0.599278,1570774.9,1797,25,7,1.4285715,4,0.5714286,2814854.5,50,0,871,1.4076066,526,0.60390353,1929193,5307,44,0,0,0,746379,123,732170,124,748340,330,130,120,Master Explorer Elite,0,0,0,102,87,0.85294116,332,925,951,880,
5b4c83d7a05f19e6c47b0921,geo24,pin/8ae6d73695dceabea32e66eccb53c294.png,pin/549e5b4a1676f1a476a3aa987ad6ff04.png,FALSE,0,us,70,1,2,2025-07-04T02:24:24.5120000+00:00,FALSE,200,0,0,0,0,0,0,0,0,0,0,0,0,11,2,5,0.45454547,808585.8,111,106,3.3301888,30,0.28301886,676,0.5591716,0,0,0,0,0,0,0,0,0,0,0,0,100,1.21,79,0.79,678964.7,553,27,30,1.4,18,0.6,2145772.8,182,4,1,2,0,0,3366737.8,7,0,131,1.5366668,97,0.740458,2063825,742,31,0,0,0,147048,67,143170,68,148920,210,70,67,Master Pathfinder,0,0,0,445,357,0.80224717,182,852,917,730,
6ce1c5a7b3d6042af78f9d2c,geo25,pin/9a57b52bbcf848d1fa10e1b8a3724aa2.png,pin/3225c5646f7f634a340303e2e24e3155.png,FALSE,0,ca,120,1,2,2025-07-03T22:39:15.9870000+00:00,FALSE,20,4,1,0.25,170,95,0.5588235,71,33,0.46478873,245,129,0.5265306,6,2.6666667,2,0.33333334,310742.28,42,1,5,0,0,6,0.16666667,0,0,0,0,0,0,0,0,0,0,0,0,345,1.4231884,199,0.5768116,1266638.8,2036,7,249,1.4738955,131,0.5261044,1345706.6,1744,11,193,1.4974093,97,0.50259066,1979531.8,1246,12,787,1.464831,427,0.5425667,1530625.6,5026,30,0,0,0,544060,110,542440,111,555730,320,120,110,Master Explorer Supreme,0,0,0,398,253,0.6356784,33,1237,,,1195
6ef7a0921c5b684d03a7d9fc,geo26,pin/bb177710794997d4f6c180a6950529de.png,pin/e5710f000cbb06a850f79c55a382740b.png,FALSE,1,us,110,1,2,2025-07-03T19:46:44.9890000+00:00,FALSE,140,10,4,0.4,298,149,0.5,167,86,0.51497006,475,239,0.5031579,29,4.034483,6,0.20689656,1915231.1,265,11,4.2727275,1,0.09090909,69,0.49275362,0,0,0,0,0,0,0,0,0,0,0,0,357,1.4453782,198,0.5546219,1398736.8,2019,33,1778,1.4836895,918,0.51631045,1180419.4,12741,99,365,1.4493151,201,0.5506849,1681161.9,2468,15,2500,1.4594609,1317,0.5268,1420106,17228,147,0,0,0,466700,103,455240,104,467090,310,110,100,Master Explorer Pro,0,0,0,10,4,0.4,302,1515,,1445,1379
574cfa0d93b6e82a54f7c910,geo27,pin/23863f3a9ee617afb6f704be8d06990c.png,pin/733992484982590ff67570d6690e20a2.png,FALSE,1,us,90,1,2,2025-07-03T18:32:50.5580000+00:00,FALSE,240,100,59,0.59,259,128,0.49420848,17,6,0.3529412,376,193,0.51329786,13,3.0769231,0,0,2889756.8,97,47,5.212766,3,0.06382979,65,0.44615385,0,1,0,5,2.2,1,0.2,57,0.64912283,1,0,0,122,1.4180328,71,0.58196723,1384636.9,649,20,2832,1.4848164,1459,0.5151836,1615842.2,19326,158,3,2,0,0,7003031,16,0,2957,1.6342831,1530,0.5174163,3334503.2,19991,178,1,0,0,310562,89,307320,90,316820,270,90,87,Master Globetrotter,2,1,0,0,0,0,56,1130,,1082,
5ff0b324a81e9d5fc04b2a67,geo28,pin/38637ecdf5aaeffd2617f1a4e3e1abc4.png,pin/f13329cb4ae4baf8445d78fabbc564a5.png,FALSE,0,us,80,1,2,2025-07-03T17:42:26.2350000+00:00,FALSE,100,47,34,0.7234042,340,174,0.5117647,119,52,0.4369748,506,260,0.513834,3,1.6666666,1,0.33333334,593014.1,31,4,1.75,3,0.75,28,0.64285713,0,0,0,0,0,0,0,0,0,0,0,0,126,1.2857143,90,0.71428573,679610,743,23,545,1.4770643,285,0.5229358,1183831,3770,29,464,1.4655173,248,0.5344828,2124139.2,2874,32,1135,1.4094319,623,0.5488987,1329193.4,7387,84,0,0,0,189671,74,186650,75,193490,230,80,73,Trailblazer,0,0,0,6,6,1,20,1190,1012,1047,1105
5a4f92e3c67bd0a9f85e2c41,geo29,pin/19e2f645c792857c5330ee6d51f809f9.png,pin/7601b92aec0bbd347157d262751f7f75.png,FALSE,1,gb,90,1,2,2025-07-03T17:03:12.4400000+00:00,TRUE,240,74,46,0.6216216,73,42,0.5753425,0,0,0,147,88,0.5986394,22,3.1363637,8,0.36363637,2032374.9,200,18,5.5,4,0.22222222,81,0.4814815,0,0,0,0,0,0,0,0,0,0,0,0,108,1.2962962,76,0.7037037,1164280.5,639,15,110,1.4,66,0.6,1481613.1,721,9,0,0,0,0,0,0,0,218,0.8987654,142,0.6513761,881964.5,1360,24,0,0,0,247425,82,246080,83,254280,250,90,80,Rookie Globetrotter,0,0,0,430,262,0.60930234,332,946,954,882,
50a1b9f07ce43d26f9b8421d,geo30,pin/4bfcfae76c45f55bc9876f4e1e626ec6.png,pin/d28c88f07b6e58a4506f4e14bc4f4382.png,FALSE,1,nl,90,1,2,2025-07-03T17:00:16.9620000+00:00,TRUE,260,83,53,0.6385542,166,82,0.4939759,28,18,0.64285713,277,153,0.5523466,932,4.857296,91,0.097639486,2628427.5,5928,106,5.4905663,5,0.047169812,522,0.4118774,0,0,0,0,0,0,0,0,0,0,0,0,149,1.7114094,43,0.2885906,2196036,786,4,238,1.6008403,95,0.39915967,2594888.2,1429,9,0,0,0,0,0,0,0,387,1.1040832,138,0.35658914,1596974.6,2215,13,0,0,0,275931,85,271220,86,279970,260,90,83,Globetrotter,0,0,0,420,262,0.6238095,73,766,494,732,
